0,857834287
0,626619312
0,267751162
0,393135582
0,533410213
0,735689167
0,559156591
0,03860116
0,896145345
0,636535635
0,288988518
0,077883156
0,024742126
0,356200018
0,00810394
0,826587469
0,330777996
0,859965179
0,800816634
0,109442703
0,659400091
0,214273083
0,738241077
0,480068631
0,943779393
0,280009281
0,320352524
0,050910007
0,156579219
0,380302024
0,28627655
0,401066807
0,221764719
0,412049604
0,679023769
0,936786292
0,193074872
0,228010731
0,97011313
0,928864043
0,583179055
0,756594986
0,470017545
0,954735567
0,783881272
0,343081036
0,02939225
0,467069259
0,569994063
0,258104463
